HOA,Housing_area,Crime_level,Address,Housing_type,Beds,Postal_code,Built_year,Baths,Housing_price
$610,NA,Lowest,573 Grand St #D-1501,Apartment,1 Bedroom,10002,NA,1 full Bathroom,NA
NA,"2,766 sqft",Lowest,182 W 82nd St #4E,Condo,4 Bedroom,10024,Built in 1900,,"$2,276/sqft"
$0,NA,Lowest,250 Cabrini Blvd #4 D,Coop,2 Bedroom,10033,Built in 2000,2 full Bathroom,NA
"$2,189","1,633 sqft",Low,188 E 76th St #18B,Condo,3 Bedroom,10021,NA,3 full Bathroom,"$2,143/sqft"
NA,"6,800 sqft1,600 sqft",Lowest,508 W End Ave,Townhome,9 Bedroom,10024,Built in 1920,9 full Bathroom,"$1,088/sqft"
NA,NA,Lowest,Address Not Disclosed,Single-Family Home,2 Bedroom,10016,NA,2 full Bathroom,NA
NA,"3,100 sqft",Lowest,Address Not Disclosed,Coop,4 Bedroom,10021,NA,,"$3,855/sqft"
NA,"2,557 sqft",Moderate,425 W 50th St #14AB,Condo,4 Bedroom,10019,Built in 1927,,"$3,324/sqft"
NA,NA,Lowest,303 E 57th St #14L -12KL,Apartment,6 Bedroom,10022,NA,,NA
NA,NA,Lowest,2 Tudor City Pl #1BS,Coop,2 Bedroom,10017,Built in 1953,2 full Bathroom,NA
"$1,300","3,750 sqft",Moderate,213 W 23rd St #4N,Condo,3 Bedroom,10011,Built in 1908,,"$1,573/sqft"
NA,NA,Lowest,2 Sutton Pl S #12G,Coop,1 Bedroom,10022,Built in 1938,1 full Bathroom,NA
NA,NA,NA,300 W 14th St #PH501,Condo,2 Bedroom,10014,Built in 1920,2 full Bathroom,NA
NA,"5,393 sqft1,866 sqft",Moderate,211 E 62nd St,Townhome,4 Bedroom,10065,NA,,"$3,338/sqft"
NA,"4,759 sqft",Moderate,180 Ave Of The Americas Phc,Condo,5 Bedroom,10013,Built in 2013,,"$3,677/sqft"
NA,"1,500 sqft",Low,30 E 2nd St #FLR2,Unspecified property type,1 Bedroom,10003,Built in 1899,1 full Bathroom,"$1,567/sqft"
NA,"1,988 sqft",Lowest,157 W 57th St #41B,Condo,2 Bedroom,10019,Built in 2011,,"$4,904/sqft"
"$1,700","1,888 sqft",Lowest,250 West St #11-D,Condo,2 Bedroom,10013,NA,,"$2,251/sqft"
$397,300 sqft,Lowest,22 E 82nd St #C-2,Townhome,NA,10028,NA,1 full Bathroom,"$2,733/sqft"
NA,NA,Lowest,51 E 78th St,Coop,1 Bedroom,10075,Built in 1880,1 full Bathroom,NA
NA,861 sqft,NA,59 W 12th St #9A,Condo,1 Bedroom,10011,Built in 1931,1 full Bathroom,"$2,091/sqft"
NA,"2,700 sqft",Low,144 W 27th St,Single-Family Home,3 Bedroom,10001,NA,3 full Bathroom,"$1,222/sqft"
"$1,386",NA,Lowest,35 W 81st St #4-E,Apartment,1 Bedroom,10024,NA,1 full Bathroom,NA
NA,NA,Moderate,360 E 88th St #28C,Condo,3 Bedroom,10128,Built in 1989,3 full Bathroom,NA
NA,"1,360 sqft",Lowest,2 S End Ave #9J,Condo,3 Bedroom,10280,Built in 1989,3 full Bathroom,"$1,099/sqft"
NA,"3,726 sqft",Lowest,135 W 52nd St #38A,Condo,3 Bedroom,10019,Built in 2014,,"$2,362/sqft"
NA,NA,Low,150 E 77th St,Coop,2 Bedroom,10075,Built in 1959,2 full Bathroom,NA
$554,650 sqft,Lowest,900 W 190th St #7M,Coop,1 Bedroom,10040,Built in 1955,1 full Bathroom,
NA,579 sqft,Lowest,392 Central Park W #18U,Condo,NA,10025,Built in 1960,1 full Bathroom,"$1,459/sqft"
NA,650 sqft,Low,50 Clinton St #6F,Condo,1 Bedroom,10002,Built in 2016,1 full Bathroom,"$2,115/sqft"
$698,667 sqft,Lowest,380 Rector Pl #8-C,Condo,1 Bedroom,10280,NA,1 full Bathroom,"$1,198/sqft"
$677,900 sqft,Lowest,468 W 23rd St #5R,Condo,2 Bedroom,10011,Built in 1856,2 full Bathroom,"$1,661/sqft"
NA,"2,100 sqft",Lowest,575 Park Ave #5045,Coop,2 Bedroom,10065,Built in 1927,3 full Bathroom,"$1,048/sqft"
NA,NA,Lowest,130 E 18th St #2K,Loft,NA,10003,NA,1 full Bathroom,NA
$773,705 sqft,Low,200 E 94th St #612,Condo,1 Bedroom,10128,Built in 1987,1 full Bathroom,"$1,418/sqft"
NA,NA,Lowest,1000 Park Ave #89D,Coop,4 Bedroom,10028,Built in 1916,4 full Bathroom,NA
NA,NA,Lowest,170 W 89th St,Coop,2 Bedroom,10024,NA,NA,NA
NA,"2,663 sqft",NA,154 Spring St #2FLR,Condo,3 Bedroom,10012,Built in 1920,,"$2,251/sqft"
NA,"8,915 sqft",Lowest,4 E 88th St,Coop,2 Bedroom,10128,Built in 1922,1 full Bathroom,NA
$900,NA,Moderate,203 Spring St #2-7,Coop,2 Bedroom,10012,NA,1 full Bathroom,NA
$836,NA,Lowest,435 E 85th St #GB6,Coop,NA,10028,Built in 1958,1 full Bathroom,NA
"$1,426",NA,Lowest,257 W 86th St #3D,Coop,1 Bedroom,10024,NA,1 full Bathroom,NA
"$4,338",NA,Lowest,84 Mercer St #6-A,Apartment,4 Bedroom,10012,NA,3 full Bathroom,NA
NA,"1,949 sqft",Low,50 W 127th St #3D,Condo,3 Bedroom,10027,Built in 2006,3 full Bathroom,"$1,126/sqft"
NA,"6,700 sqft2,469 sqft",Lowest,440 W 22nd St,Townhome,NA,10011,NA,NA,"$2,679/sqft"
"$2,676","1,858 sqft",Lowest,408 E 79th St #8B,Condo,3 Bedroom,10075,Built in 2005,3 full Bathroom,"$1,612/sqft"
NA,NA,NA,790 Riverside Dr #11H,Coop,NA,10032,Built in 1910,1 full Bathroom,NA
NA,"1,286 sqft",Moderate,101 W 24th St #23D,Condo,2 Bedroom,10011,Built in 2008,2 full Bathroom,"$2,449/sqft"
NA,800 sqft,Moderate,67 E 11th St #701,Coop,1 Bedroom,10003,Built in 1868,1 full Bathroom,"$1,625/sqft"
NA,"2,348 sqft",NA,52 W 9th St,Townhome,NA,10011,NA,NA,NA
NA,NA,Moderate,250 W 24th St,Coop,3 Bedroom,10011,Built in 1940,3 full Bathroom,NA
NA,800 sqft,Moderate,305 E 24th St #8U,Coop,1 Bedroom,10010,Built in 1966,1 full Bathroom,
NA,"2,022 sqft",Moderate,246 Spring St #3303,Condo,2 Bedroom,10013,Built in 2007,,"$2,216/sqft"
NA,"1,457 sqft",NA,155-157 W 126th St,Condo,2 Bedroom,10027,Built in 1910,,
"$2,819","1,746 sqft",Moderate,200 E 69th St #44B,Condo,2 Bedroom,10021,Built in 1950,,"$2,434/sqft"
NA,"6,509 sqft",Low,327 E 65th St,Apt/Condo/Twnhm,1 Bedroom,10065,NA,,"$1,152/sqft"
NA,"395 sqft2,000 sqft",Lowest,421 E 50th St #3F,Condo,1 Bedroom,10022,Built in 1902,1 full Bathroom,"$1,319/sqft"
$893,NA,Moderate,166 E 63rd St #15K,Condo,1 Bedroom,10065,NA,1 full Bathroom,NA
$390,"1,090 sqft",NA,1635 Lexington Ave #4F,Single-Family Home,2 Bedroom,10029,Built in 2012,NA,
NA,"2,400 sqft",NA,284 Lafayette St #6A,Coop,3 Bedroom,10012,Built in 1905,2 full Bathroom,"$1,896/sqft"
NA,NA,Lowest,111 W 82nd St #4D,Coop,1 Bedroom,10024,NA,1 full Bathroom,NA
"$2,358","2,811 sqft",Moderate,30 Park Pl #59A,Condo,4 Bedroom,10007,Built in 2016,,"$3,415/sqft"
NA,"1,364 sqft",Lowest,Address Not Disclosed,Townhome,5 Bedroom,10014,NA,,NA
NA,"15,600 sqft",Moderate,126-128 E 13th St,Multi-Family Home,2 Bedroom,10003,NA,,"$1,074/sqft"
"$1,752","2,080 sqft",Lowest,233 E 17th St #3,Condo,2 Bedroom,10003,Built in 1877,3 full Bathroom,"$1,344/sqft"
NA,NA,Lowest,30 E 72nd St #5FLR,Coop,3 Bedroom,10021,Built in 1924,,NA
"$7,901",NA,Lowest,785 5th Ave #14B,Coop,2 Bedroom,10022,Built in 1961,,NA
NA,"2,389 sqft",Lowest,50 West St #28D,Condo,3 Bedroom,10006,NA,3 full Bathroom,"$2,338/sqft"
$460,435 sqft,Low,340 E 23rd St #5B,Condo,NA,10010,Built in 2007,1 full Bathroom,"$1,667/sqft"
NA,618 sqft,Low,88 Greenwich St #1318,Condo,NA,10006,Built in 1929,1 full Bathroom,"$1,238/sqft"
"$3,500","4,000 sqft",Lowest,47 Mercer St #3,Condo,4 Bedroom,10013,NA,2 full Bathroom,"$2,113/sqft"
"$1,886",NA,Low,155 E 49th St,Coop,1 Bedroom,10017,Built in 1924,1 full Bathroom,NA
NA,"1,397 sqft",Low,321 W 110th St #2A,Condo,2 Bedroom,10026,NA,,"$1,790/sqft"
NA,"6,800 sqft",Lowest,156 Reade St,Townhome,5 Bedroom,10013,NA,,"$2,058/sqft"
NA,"2,186 sqft5,000 sqft",NA,105 Norfolk St #12B,Condo,3 Bedroom,10002,Built in 2007,3 full Bathroom,"$1,782/sqft"
NA,NA,Lowest,20 E 84th St #5B,Coop,1 Bedroom,10028,NA,1 full Bathroom,NA
NA,NA,Lowest,303 Greenwich St #2B,Condo,NA,10013,NA,NA,NA
NA,"5,435 sqft2,038 sqft",NA,320 W 15th St,Townhome,NA,10011,Built in 1865,NA,"$1,702/sqft"
NA,NA,Low,148 E 19th St #3C,Condo,1 Bedroom,10003,Built in 2010,1 full Bathroom,NA
NA,"1,437 sqft",Low,400 5th Ave #39E,Condo,2 Bedroom,10018,Built in 2011,,"$2,436/sqft"
"$1,043",NA,Lowest,142 W End Ave #21-S,Apartment,NA,10023,NA,1 full Bathroom,NA
$586,NA,Lowest,568 Grand St #J-801,Apartment,1 Bedroom,10002,NA,1 full Bathroom,NA
"$1,284","1,186 sqft",Lowest,90 William St #4-B,Condo,2 Bedroom,10038,NA,2 full Bathroom,"$1,320/sqft"
NA,NA,Low,203 E 72nd St #2G,Coop,NA,10021,Built in 1967,1 full Bathroom,NA
NA,"1,461 sqft",NA,147 Waverly Pl #4W,Condo,2 Bedroom,10014,NA,2 full Bathroom,"$2,704/sqft"
NA,838 sqft,Lowest,516 W 47th St #PHN7B,Condo,2 Bedroom,10036,Built in 2005,2 full Bathroom,"$1,431/sqft"
"$1,816","1,416 sqft",Lowest,235 W 75th St #310,Condo,2 Bedroom,10023,NA,,"$1,889/sqft"
NA,"2,000 sqft",Moderate,240 E 47th St #37AB,Condo,3 Bedroom,10017,Built in 1983,,"$1,948/sqft"
NA,845 sqft,Lowest,90 William St #8F,Condo,1 Bedroom,10038,Built in 1967,1 full Bathroom,"$1,064/sqft"
$823,NA,Low,502 Park Ave #11K,Condo,1 Bedroom,10022,Built in 1929,1 full Bathroom,NA
NA,"1,920 sqft",Low,46 Lispenard St #2E,Condo,2 Bedroom,10013,Built in 1866,,"$2,083/sqft"
NA,"6,329 sqft",Moderate,18 Gramercy Park S #PH,Condo,4 Bedroom,10003,Built in 1927,5 full Bathroom,"$7,861/sqft"
NA,"4,037 sqft1,134 sqft",Lowest,522 E 87th St,Townhome,5 Bedroom,10128,Built in 1875,4 full Bathroom,"$2,143/sqft"
NA,"5,000 sqft",NA,8 Saint Lukes Pl,Townhome,2 Bedroom,10014,Built in 1852,3 full Bathroom,"$3,500/sqft"
NA,"5,256 sqft",Low,10 Sullivan St,Condo,5 Bedroom,10012,Built in 2015,,"$4,756/sqft"
"$3,264","3,396 sqft",Moderate,212 W 18th St #PH5,Condo,3 Bedroom,10011,Built in 2012,,"$7,067/sqft"
NA,"2,145 sqft",Lowest,157 W 57th St #40B,Condo,2 Bedroom,10019,Built in 2011,,"$6,294/sqft"
NA,715 sqft,Moderate,310 W 52nd St #3J,Condo,1 Bedroom,10019,Built in 2005,1 full Bathroom,"$1,503/sqft"
"$5,165","4,850 sqft",Lowest,737 Park Ave #12E,Condo,5 Bedroom,10021,NA,,"$3,247/sqft"
$851,NA,Moderate,Address Not Disclosed,Coop,1 Bedroom,10025,Built in 1925,NA,NA
NA,"9,200 sqft2,611 sqft",NA,47 W 9th St,Townhome,6 Bedroom,10011,NA,7 full Bathroom,"$2,826/sqft"
NA,610 sqft,Low,30 W 61st St #12G,Condo,1 Bedroom,10023,Built in 1982,1 full Bathroom,"$1,631/sqft"
NA,NA,NA,465 W 23rd St #2G,Coop,NA,10011,Built in 1930,1 full Bathroom,NA
"$1,439",750 sqft,Lowest,315 W 86th St #10DD,Coop,1 Bedroom,10024,NA,1 full Bathroom,"$1,000/sqft"
NA,"1,249 sqft",Low,Address Not Disclosed,Single-Family Home,3 Bedroom,10037,NA,3 full Bathroom,NA
NA,"1,762 sqft",Lowest,112 W 87th St,Townhome,NA,10024,NA,NA,NA
NA,"2,043 sqft",Low,46 E 81st St,Townhome,7 Bedroom,10028,Built in 1901,,NA
"$3,011","1,500 sqft",Low, Park Ave #G,Condo,2 Bedroom,10065,NA,2 full Bathroom,"$2,930/sqft"
"$16,008",NA,Lowest,998 5th Ave #3-W,Apartment,3 Bedroom,10028,NA,6 full Bathroom,NA
NA,NA,Lowest,165 Perry St,Coop,5 Bedroom,10014,Built in 1920,,NA
NA,"1,839 sqft",Moderate,120 E 78th St,Townhome,8 Bedroom,10075,NA,,NA
NA,"1,866 sqft",Moderate,211 E 62nd St,Single-Family Home,4 Bedroom,10065,NA,,NA
"$1,819","3,127 sqft",NA,Address Not Disclosed,Single-Family Home,3 Bedroom,10025,NA,NA,NA
"$14,042",NA,Low,190 E 72nd St #28-CD,Apartment,4 Bedroom,10021,NA,,NA
NA,"3,708 sqft",Lowest,71 Laight St #3C,Condo,5 Bedroom,10013,Built in 1905,,"$2,602/sqft"
NA,"10,750 sqft",Low,237 E 31st St,Townhome,10 Bedroom,10016,NA,6 full Bathroom,
"$6,699","3,598 sqft7,407 sqft",Lowest,200 11th Ave #PH1,Condo,3 Bedroom,10011,Built in 2007,,"$5,531/sqft"
NA,"1,913 sqft",Lowest,337 W 87th St,Townhome,7 Bedroom,10024,NA,11 full Bathroom,NA
NA,NA,Lowest,205 W End Ave #7K,Coop,1 Bedroom,10023,Built in 1961,1 full Bathroom,NA
"$1,284","2,293 sqft",Moderate,380 Malcolm X Blvd #12J,Apartment,3 Bedroom,10027,NA,,
$0,NA,Moderate,250 Lafayette St,Single-Family Home,6 Bedroom,10012,Built in 1910,6 full Bathroom,NA
$912,NA,Lowest,750 Riverside Dr #5G,Condo,2 Bedroom,10031,NA,1 full Bathroom,NA
$882,723 sqft,Low,88 Greenwich St #3401,Condo,1 Bedroom,10006,Built in 1929,1 full Bathroom,"$1,521/sqft"
"$6,358",NA,Moderate,175 E 62nd St #20-C,Apartment,3 Bedroom,10065,NA,,NA
NA,"5,577 sqft",Lowest,33 E 74th St #PH1,Condo,4 Bedroom,10021,Built in 1901,,"$6,993/sqft"
NA,582 sqft,NA,353 W 56th St #3G,Condo,NA,10019,Built in 1930,1 full Bathroom,"$1,184/sqft"
NA,NA,Low,60 E 9th St #415,Coop,NA,10003,Built in 1951,1 full Bathroom,NA
NA,758 sqft,Lowest,301 E 45th St #2E,Condo,1 Bedroom,10017,Built in 1979,1 full Bathroom,"$1,121/sqft"
NA,"1,100 sqft",Low,172 E 90th St #4E,Coop,2 Bedroom,10128,Built in 1920,2 full Bathroom,"$1,045/sqft"
NA,"30,000 sqft",Moderate,468 9th Ave #470,Unspecified property type,NA,10018,NA,1 full Bathroom,
NA,NA,Lowest,255 Cabrini Blvd #8F,Condo,NA,10040,Built in 1938,1 full Bathroom,NA
"$3,666","3,043 sqft",Lowest,20 E End Ave #9A,Condo,4 Bedroom,10028,Built in 2015,,"$2,580/sqft"
"$1,550",NA,Lowest,515 E 79th St #17F,Coop,2 Bedroom,10075,Built in 1981,2 full Bathroom,NA
NA,"4,670 sqft",Lowest,44 Laight St #3B,Condo,4 Bedroom,10013,NA,,"$1,712/sqft"
"$6,378","5,000 sqft",Moderate,236 W 26th St #401-2-NE,Coop,NA,10001,Built in 1926,4 full Bathroom,
NA,"1,800 sqft",Lowest,20 Sutton Pl S #14C,Coop,3 Bedroom,10022,NA,,"$1,014/sqft"
NA,NA,Low,600 W End Ave #6A,Loft,2 Bedroom,10024,NA,,NA
NA,NA,NA,211 Thompson St #5D,Coop,NA,10012,NA,1 full Bathroom,NA
NA,754 sqft,Lowest,200 Chambers St #18F,Condo,1 Bedroom,10007,Built in 2005,1 full Bathroom,"$2,385/sqft"
NA,741 sqft,Moderate,246 Spring St #3509,Condo,1 Bedroom,10013,NA,1 full Bathroom,"$2,227/sqft"
"$2,066","1,728 sqft",Lowest,200 E 62nd St #26D,Condo,2 Bedroom,10065,Built in 1967,,"$2,150/sqft"
NA,NA,Lowest,439 E 51st St #6C,Coop,2 Bedroom,10022,Built in 1926,1 full Bathroom,NA
NA,"1,328 sqft10,490 sqft",Lowest,Address Not Disclosed,Single-Family Home,3 Bedroom,10031,Built in 1913,2 full Bathroom,
"$1,855","1,220 sqft",Lowest,21 S End Ave #PH-1M,Condo,2 Bedroom,10280,NA,,"$1,553/sqft"
NA,"1,870 sqft",Lowest,515 W 23rd St #4,Condo,2 Bedroom,10011,Built in 2008,2 full Bathroom,"$2,139/sqft"
$936,"1,300 sqft",Lowest,Address Not Disclosed,Condo,2 Bedroom,10024,NA,,"$1,038/sqft"
NA,"2,008 sqft",Lowest,52 E 64th St,Townhome,NA,10065,Built in 1878,NA,NA
NA,600 sqft,Lowest,370 E 76th St,Coop,1 Bedroom,10021,NA,NA,"$1,000/sqft"
NA,984 sqft,Moderate,242 E 25th St #6A,Condo,2 Bedroom,10010,Built in 2006,2 full Bathroom,"$1,214/sqft"
"$1,842",950 sqft,Low,118 E 60th St #12C,Coop,1 Bedroom,10022,Built in 1964,1 full Bathroom,
"$1,194",NA,Lowest,453 Fdr Dr #C-2004,Apartment,3 Bedroom,10002,NA,2 full Bathroom,NA
NA,"1,231 sqft",Lowest,52 Park Ave #15FL,Condo,2 Bedroom,10016,Built in 1980,2 full Bathroom,"$1,706/sqft"
NA,900 sqft,Lowest,3 Hanover Sq #20C,Coop,1 Bedroom,10004,Built in 1926,1 full Bathroom,
$823,600 sqft,Moderate,250 Bowery #5-E,Condo,1 Bedroom,10012,NA,1 full Bathroom,"$2,317/sqft"
"$3,067",NA,Low,Address Not Disclosed,Coop,2 Bedroom,10075,NA,2 full Bathroom,NA
NA,"1,440 sqft",NA,311 W Broadway #5H,Condo,2 Bedroom,10013,Built in 2009,2 full Bathroom,"$2,101/sqft"
NA,"1,818 sqft",Moderate,333 E 91st St #25A,Unspecified property type,3 Bedroom,10128,Built in 2007,3 full Bathroom,"$1,485/sqft"
"$2,864","3,939 sqft",Lowest,476 Broadway,Condo,NA,10013,Built in 1909,1 full Bathroom,"$1,141/sqft"
"$2,210",NA,NA,30 5th Ave #14-E,Apartment,2 Bedroom,10011,NA,2 full Bathroom,NA
$356,590 sqft,Lowest,305 W 150th St #508,Condo,1 Bedroom,10039,NA,1 full Bathroom,
"$1,625",850 sqft,Low,212 E 48th St #3 E,Coop,1 Bedroom,10017,NA,1 full Bathroom,
$800,800 sqft,Lowest,65 Park Ter E #C56,Coop,1 Bedroom,10034,NA,1 full Bathroom,
"$1,250",NA,Lowest,50 Park Ave #4B,Coop,1 Bedroom,10016,NA,1 full Bathroom,NA
"$3,084","2,313 sqft",Low,310 E 53rd St #28C,Condo,2 Bedroom,10022,Built in 2005,,"$2,118/sqft"
NA,NA,Lowest,1060 Park Ave #11E,Coop,1 Bedroom,10128,Built in 1923,1 full Bathroom,NA
NA,984 sqft,Moderate,360 E 88th St #20A,Condo,2 Bedroom,10128,Built in 1990,2 full Bathroom,"$1,519/sqft"
NA,580 sqft,NA,184 Thompson St #6-O,Condo,1 Bedroom,10012,NA,1 full Bathroom,"$1,991/sqft"
"$2,511",NA,Moderate,246 Spring St #1111,Condo,NA,10013,NA,1 full Bathroom,NA
"$1,164","1,544 sqft",Lowest,133 Mulberry St #3A,Condo,1 Bedroom,10013,Built in 1893,2 full Bathroom,"$1,619/sqft"
"$2,714",425 sqft,Moderate,246 Spring St #1104,Condo,NA,10013,Built in 2007,1 full Bathroom,"$1,918/sqft"
$989,NA,Lowest,205 W End Ave #28S,Coop,NA,10023,NA,1 full Bathroom,NA
NA,"2,018 sqft",Lowest,512 E 119th St,Multi-Family Home,6 Bedroom,10035,NA,6 full Bathroom,NA
"$1,213","1,200 sqft",Lowest,25 Sutton Pl S #1A,Coop,1 Bedroom,10022,NA,,
NA,NA,Low,425 E 86th St #14F,Apartment,3 Bedroom,10028,Built in 1938,3 full Bathroom,NA
NA,"1,746 sqft",Low,252 E 57th St #45B,Condo,2 Bedroom,10022,Built in 2014,,"$2,595/sqft"
NA,"6,500 sqft",NA,95 Charles St #1,Condo,4 Bedroom,10014,Built in 2002,6 full Bathroom,"$2,500/sqft"
NA,"8,500 sqft",Lowest,51 5th Ave,Coop,3 Bedroom,10003,Built in 1929,,NA
"$3,738","2,440 sqft",Low,40 Broad St #PH4C,Condo,3 Bedroom,10004,Built in 1982,3 full Bathroom,"$2,049/sqft"
$797,592 sqft,Lowest,1600 Broadway #7F,Condo,1 Bedroom,10019,Built in 2006,1 full Bathroom,"$1,461/sqft"
NA,"1,807 sqft",Lowest,8 River Ter #10T,Condo,3 Bedroom,10282,Built in 2006,,"$2,214/sqft"
NA,NA,Moderate,200 E 69th St,Condo,4 Bedroom,10021,Built in 1991,,NA
"$1,000","4,255 sqft",Lowest,424 Broadway #4,Condo,NA,10013,NA,2 full Bathroom,"$1,234/sqft"
NA,540 sqft,Lowest,1 Irving Pl #P10G,Condo,NA,10003,NA,1 full Bathroom,"$2,028/sqft"
"$1,379",NA,Lowest,401 E 65th St #9G,Coop,1 Bedroom,10065,NA,1 full Bathroom,NA
"$3,954","2,748 sqft",Lowest,235 W 75th St #712,Condo,4 Bedroom,10023,NA,,"$2,653/sqft"
$898,722 sqft,Lowest,120 Riverside Blvd #8G,Condo,1 Bedroom,10069,Built in 2005,1 full Bathroom,"$1,384/sqft"
NA,"5,625 sqft",Lowest,857 5th Ave,Coop,4 Bedroom,10065,Built in 1963,4 full Bathroom,NA
"$1,172",NA,Lowest,400 E 56th St #20M,Coop,1 Bedroom,10022,Built in 1968,1 full Bathroom,NA
NA,NA,Lowest,10 E 85th St #1D,Coop,2 Bedroom,10028,Built in 1925,1 full Bathroom,NA
NA,NA,Lowest,55 W 95th St #83,Coop,2 Bedroom,10025,Built in 1912,1 full Bathroom,NA
NA,"1,184 sqft",Moderate,40 W 116th St #A511,Condo,2 Bedroom,10026,NA,2 full Bathroom,"$1,014/sqft"
NA,NA,Low,77 Bleecker St #E624,Coop,1 Bedroom,10012,Built in 1930,1 full Bathroom,NA
NA,NA,Lowest,28 W 69th St #1B,Coop,1 Bedroom,10023,Built in 1929,1 full Bathroom,NA
NA,NA,Lowest,900 W 190th St #9L,Coop,1 Bedroom,10040,Built in 1954,1 full Bathroom,NA
$761,653 sqft,Lowest,75 Wall St #21G,Condo,1 Bedroom,10005,Built in 1985,,"$1,608/sqft"
"$2,734","2,160 sqft",Lowest,101 Wall St #22A,Condo,3 Bedroom,10005,Built in 1931,,"$1,850/sqft"
"$3,426","2,656 sqft",Lowest,1 Central Park S #1101,Condo,3 Bedroom,10019,Built in 1907,,"$5,986/sqft"
NA,"5,000 sqft",Moderate,43 W 13th St #2R,Coop,3 Bedroom,10011,Built in 1920,3 full Bathroom,"$1,200/sqft"
NA,"1,200 sqft",Lowest,40 E 78th St #12C,Condo,2 Bedroom,10075,NA,2 full Bathroom,"$2,083/sqft"
"$6,500","3,228 sqft1,952 sqft",Low,1055 Park Ave #3,Condo,4 Bedroom,10028,NA,,"$3,082/sqft"
NA,NA,Lowest,180 E 73rd St,Townhome,NA,10021,NA,NA,NA
NA,NA,Low,265 Pleasant Ave,Townhome,NA,10029,NA,NA,NA
NA,NA,NA,70 La Salle St #15C,Coop,2 Bedroom,10027,Built in 1957,1 full Bathroom,NA
NA,"2,150 sqft",Lowest,25 N Moore St #9B,Condo,2 Bedroom,10013,Built in 1924,2 full Bathroom,"$2,323/sqft"
NA,"4,600 sqft1,749 sqft",NA,130 W 130th St,Townhome,4 Bedroom,10027,NA,,
NA,"2,579 sqft",Lowest,146 W 22nd St,Condo,3 Bedroom,10011,Built in 2003,3 full Bathroom,"$1,937/sqft"
NA,"2,000 sqft",Lowest,28 W 56th St,Single-Family Home,NA,10019,NA,1 full Bathroom,
NA,"1,722 sqft",Lowest,Address Not Disclosed,Condo,3 Bedroom,10026,Built in 1910,,
NA,NA,Moderate,21 Bond St #6,Loft,NA,10012,Built in 1900,1 full Bathroom,NA
NA,"5,100 sqft1,799 sqft",Lowest,458 W 141st St,Multi-Family Home,NA,10031,NA,1 full Bathroom,
$620,900 sqft,Low,130 Barrow St #406,Condo,1 Bedroom,10014,Built in 1920,1 full Bathroom,"$1,472/sqft"
NA,NA,Lowest,340 E 74th St #2G,Coop,2 Bedroom,10021,Built in 1957,1 full Bathroom,NA
NA,"2,693 sqft",Lowest,415 Greenwich St #3G,Condo,3 Bedroom,10013,NA,,"$2,412/sqft"
NA,"2,571 sqft",Moderate,73 Worth St #4B,Single-Family Home,3 Bedroom,10013,Built in 1859,,"$1,886/sqft"
"$2,522","1,983 sqft",Low,502 Park Ave #11J,Condo,4 Bedroom,10022,Built in 1929,3 full Bathroom,"$2,736/sqft"
"$7,127","4,038 sqft",Lowest,344 W 72nd St #301,Condo,5 Bedroom,10023,Built in 1904,,"$2,228/sqft"
NA,NA,NA,180 Thompson St #3C,Coop,2 Bedroom,10012,NA,1 full Bathroom,NA
NA,"1,119 sqft",Lowest,404 E 76th St #20C,Condo,2 Bedroom,10021,Built in 2000,2 full Bathroom,"$1,251/sqft"
"$1,682",850 sqft,Low,220 Madison Ave #15C,Coop,1 Bedroom,10016,Built in 1942,1 full Bathroom,"$1,000/sqft"
NA,NA,Lowest,116 Pinehurst Ave #H53,Coop,1 Bedroom,10033,Built in 1924,1 full Bathroom,NA
NA,NA,Lowest,400 E 52nd St #6AB,Coop,3 Bedroom,10022,Built in 1930,3 full Bathroom,NA
NA,"3,813 sqft998 sqft",Lowest,142 E End Ave,Single-Family Home,5 Bedroom,10028,NA,,"$1,967/sqft"
NA,935 sqft,Moderate,250 Bowery #5A,Condo,2 Bedroom,10012,Built in 2012,2 full Bathroom,"$2,620/sqft"
NA,"2,496 sqft",Lowest,201 E 80th St #16E,Condo,4 Bedroom,10075,Built in 1937,,"$1,983/sqft"
NA,918 sqft,Lowest,415 E 52nd St #1BC,Coop,1 Bedroom,10022,NA,1 full Bathroom,
$878,"1,006 sqft",Moderate,212 E 47th St #6-F,Condo,2 Bedroom,10017,NA,2 full Bathroom,"$1,486/sqft"
$928,"1,025 sqft",Lowest,330 E 75th St #16-C,Condo,2 Bedroom,10021,NA,2 full Bathroom,"$1,654/sqft"
$996,NA,Lowest,150 W End Ave #14-P,Apartment,NA,10023,NA,1 full Bathroom,NA
NA,650 sqft,NA,200 Central Park S #16K,Apartment,NA,10019,Built in 1964,1 full Bathroom,"$1,385/sqft"
NA,"10,092 sqft",Low,221 E 117th St,Apartment,NA,10035,NA,NA,
$837,860 sqft,Moderate,325 5th Ave #8C,Condo,1 Bedroom,10016,Built in 2005,,"$1,570/sqft"
"$2,398",NA,Lowest,471 Washington St #1C,Condo,2 Bedroom,10013,NA,,NA
"$3,169","2,996 sqft",Moderate,103 Greene St #4B,Apartment,3 Bedroom,10012,NA,3 full Bathroom,"$2,603/sqft"
NA,917 sqft,Lowest,255 Hudson St #5C,Condo,1 Bedroom,10013,Built in 2006,1 full Bathroom,"$1,581/sqft"
