HOA,Housing_area,Crime_level,Address,Housing_type,Beds,Postal_code,Built_year,Baths,Housing_price
"$2,477",824 sqft,Lowest,520 W 23rd St #16B,Coop,2 Bedroom,10011,Built in 2002,2 full Bathroom,"$1,578/sqft"
NA,NA,Lowest,150 Central Park S #2301,Coop,2 Bedroom,10019,Built in 1937,2 full Bathroom,NA
"$6,500","3,226 sqft1,952 sqft",Low,1055 Park Ave #2,Condo,4 Bedroom,10028,Built in 2010,,"$3,999/sqft"
"$1,884","1,300 sqft",Lowest,10 E 81st St #5,Coop,2 Bedroom,10028,Built in 1920,,"$1,519/sqft"
NA,NA,NA,38 W 9th St #3,Coop,2 Bedroom,10011,Built in 1900,2 full Bathroom,NA
NA,"2,738 sqft",Lowest, Lincoln Plz #27EFGH,Condo,4 Bedroom,10023,Built in 1980,,"$4,500/sqft"
NA,"5,300 sqft2,000 sqft",Moderate,326 Convent Ave,Townhome,NA,10031,Built in 1886,NA,
"$5,814","3,800 sqft",Lowest,524 E 72nd St #PH2,Condo,3 Bedroom,10021,Built in 1988,4 full Bathroom,"$3,684/sqft"
"$1,645",555 sqft,Moderate,242 E 25th St #11-C,Condo,NA,10010,NA,1 full Bathroom,"$1,045/sqft"
NA,700 sqft,NA,16 W 16th St #5JN,Coop,1 Bedroom,10011,NA,1 full Bathroom,"$1,284/sqft"
NA,"1,587 sqft",Lowest,2 River Ter #22A,Condo,3 Bedroom,10282,Built in 2006,3 full Bathroom,"$1,922/sqft"
NA,"1,100 sqft",Lowest,45 Sutton Pl S #8G,Coop,1 Bedroom,10022,Built in 1958,,
NA,NA,Lowest,4 E 72nd St #9FL,Coop,5 Bedroom,10021,Built in 1929,,NA
NA,NA,Lowest,Address Not Disclosed,Single-Family Home,1 Bedroom,10016,NA,1 full Bathroom,NA
NA,"1,200 sqft",Low,333 E 68th St #14A,Coop,2 Bedroom,10065,Built in 1928,1 full Bathroom,
NA,677 sqft,NA,115 Norfolk St #102,Condo,1 Bedroom,10002,Built in 2010,1 full Bathroom,"$2,504/sqft"
$482,455 sqft,Lowest,80 Park Ave #11-A,Condo,NA,10016,NA,1 full Bathroom,"$1,359/sqft"
NA,"1,250 sqft",Lowest,77 W 55th St #3B,Condo,2 Bedroom,10019,Built in 1962,2 full Bathroom,"$1,436/sqft"
NA,991 sqft,Lowest,445 W 54th St #6B,Condo,2 Bedroom,10019,Built in 1986,2 full Bathroom,"$1,362/sqft"
NA,NA,Lowest,80 E End Ave #6F,Coop,2 Bedroom,10028,Built in 1958,2 full Bathroom,NA
"$2,484","2,285 sqft",Lowest,400 E 67th St #26A,Condo,3 Bedroom,10065,Built in 2005,3 full Bathroom,"$2,451/sqft"
NA,NA,Lowest,121 W 20th St #PH5D,Condo,2 Bedroom,10011,Built in 1875,,NA
NA,"1,900 sqft",Moderate,74 5th Ave #11BD,Coop,2 Bedroom,10011,Built in 1910,3 full Bathroom,"$1,392/sqft"
NA,760 sqft,NA,115 Norfolk St #202,Condo,1 Bedroom,10002,NA,1 full Bathroom,"$1,546/sqft"
"$1,640","2,161 sqft",NA,135 W 14th St #3,Condo,2 Bedroom,10011,NA,2 full Bathroom,"$2,198/sqft"
NA,"1,898 sqft",Moderate,310 W 52nd St,Condo,2 Bedroom,10019,Built in 2005,,"$2,632/sqft"
NA,"2,118 sqft",Lowest,135 W 52nd St #8A,Condo,3 Bedroom,10019,Built in 2014,3 full Bathroom,"$2,195/sqft"
$686,NA,NA,175 W 12th St #15E,Condo,1 Bedroom,10011,NA,1 full Bathroom,NA
"$1,517",720 sqft,Low,225 E 57th St #9A,Coop,1 Bedroom,10022,Built in 1957,1 full Bathroom,
"$4,919",NA,Lowest,243 W End Ave #PH1704,Coop,3 Bedroom,10023,Built in 1924,3 full Bathroom,NA
"$1,784",NA,Lowest,61 E 77th St #9-C,Apartment,1 Bedroom,10075,NA,1 full Bathroom,NA
NA,NA,Lowest,130 W 67th St #24GH,Coop,3 Bedroom,10023,Built in 1975,2 full Bathroom,NA
NA,"1,506 sqft",Lowest,554 E 82nd St #2,Condo,2 Bedroom,10028,Built in 2014,2 full Bathroom,"$1,477/sqft"
NA,"1,236 sqft",Low,29 W 138th St #1I,Coop,1 Bedroom,10037,NA,1 full Bathroom,
NA,"2,712 sqft",Lowest,100 Barclay St #24C,Condo,4 Bedroom,10007,Built in 1930,4 full Bathroom,"$2,461/sqft"
$0,"2,786 sqft",Lowest,426 W 58th St #4-5 C,Condo,3 Bedroom,10019,NA,,"$1,131/sqft"
"$1,848",NA,Lowest,263 W End Ave #2-C,Apartment,1 Bedroom,10023,NA,1 full Bathroom,NA
NA,579 sqft,Lowest,382 Central Park W #1T,Condo,NA,10025,Built in 1961,1 full Bathroom,"$1,304/sqft"
"$2,765","2,503 sqft",Lowest,530 Park Ave #16D,Condo,3 Bedroom,10065,Built in 1941,,"$3,993/sqft"
NA,"2,866 sqft",Moderate,212 W 18th St #18D,Condo,3 Bedroom,10011,Built in 1929,4 full Bathroom,"$5,461/sqft"
NA,"2,303 sqft",Lowest,400 E 51st St #25A,Condo,3 Bedroom,10022,Built in 2003,,"$1,976/sqft"
"$3,095","3,500 sqft",Low,15 William St #PH-23,Condo,4 Bedroom,10005,NA,4 full Bathroom,"$2,570/sqft"
"$1,015",NA,NA,51 Greene St #4-FLR,Condo,3 Bedroom,10013,NA,3 full Bathroom,NA
"$2,519","2,507 sqft",Lowest,80 Riverside Blvd #14M,Condo,4 Bedroom,10069,Built in 2009,4 full Bathroom,"$2,443/sqft"
NA,800 sqft,Low,400 E 77th St #1F,Coop,1 Bedroom,10075,NA,1 full Bathroom,
"$3,122","2,418 sqft",Lowest,1 Central Park S #813,Condo,2 Bedroom,10019,Built in 1907,,"$4,115/sqft"
NA,826 sqft,Lowest,75 Wall St #33K,Condo,1 Bedroom,10005,Built in 1985,,"$1,513/sqft"
"$1,435",950 sqft,Lowest,345 E 81st St #11A,Coop,1 Bedroom,10028,Built in 1963,1 full Bathroom,"$1,016/sqft"
"$8,700","4,673 sqft",Lowest,240 Riverside Blvd #PH-SUITE1,Condo,4 Bedroom,10069,Built in 2005,,"$3,531/sqft"
"$4,480","1,800 sqft",Lowest,65 Central Park W #14C,Coop,3 Bedroom,10023,Built in 1923,,"$2,722/sqft"
NA,667 sqft,Low,301 W 53rd St #3I,Condo,1 Bedroom,10019,Built in 1979,1 full Bathroom,"$1,457/sqft"
NA,825 sqft,Lowest,345 E 81st St #1N,Coop,1 Bedroom,10028,Built in 1963,1 full Bathroom,
"$1,510","1,100 sqft",Lowest,2 River Ter #PH-31F,Condo,1 Bedroom,10282,NA,2 full Bathroom,"$2,177/sqft"
"$4,590","1,800 sqft",Moderate,175 E 62nd St #9A,Coop,3 Bedroom,10065,Built in 1965,,"$1,083/sqft"
"$1,816","1,925 sqft",Low,780 W End Ave #11A,Condo,3 Bedroom,10025,NA,2 full Bathroom,"$1,662/sqft"
$743,450 sqft,Lowest,16 E 98th St #5D,Coop,NA,10029,Built in 1925,1 full Bathroom,
"$3,672","9,339 sqft",NA,120 W 70th St,Coop,3 Bedroom,10023,Built in 1917,2 full Bathroom,NA
"$6,841",NA,Moderate,121 Greene St #6FL,Coop,NA,10012,NA,NA,NA
NA,NA,Lowest,41 5th Ave #3F,Coop,1 Bedroom,10003,Built in 1929,,NA
NA,NA,Low,345 E 69th St #17GH,Coop,3 Bedroom,10021,Built in 1963,3 full Bathroom,NA
"$2,942","2,601 sqft",Moderate,325 5th Ave #8BC,Condo,3 Bedroom,10016,Built in 2005,,"$1,903/sqft"
NA,"9,404 sqft1,908 sqft",Lowest,123 E 61st St,Single-Family Home,7 Bedroom,10065,NA,,"$1,483/sqft"
"$1,325",NA,Moderate,101 W 24th St #32,Condo,2 Bedroom,10011,NA,2 full Bathroom,NA
NA,"572 sqft9,476 sqft",NA,350 W 14th St #5A,Condo,1 Bedroom,10014,Built in 1910,1 full Bathroom,"$1,495/sqft"
NA,"1,928 sqft",NA,100 Norfolk St,Condo,3 Bedroom,10002,Built in 2015,,"$2,539/sqft"
"$2,604",NA,Lowest,340 Riverside Dr #3B,Coop,2 Bedroom,10025,Built in 1926,,NA
NA,"1,368 sqft2,300 sqft",Lowest,16 W 21st St #5A,Condo,2 Bedroom,10010,Built in 2010,2 full Bathroom,"$1,827/sqft"
$603,645 sqft,Lowest,150 W 56th St #2804,Condo,1 Bedroom,10019,Built in 1988,1 full Bathroom,"$1,705/sqft"
NA,"1,143 sqft",Lowest,515 E 72nd St #16C,Condo,2 Bedroom,10021,Built in 1985,2 full Bathroom,"$1,706/sqft"
"$2,174",NA,Lowest,357 E 57th St #19C,Apartment,1 Bedroom,10022,NA,1 full Bathroom,NA
NA,"1,173 sqft",Lowest,45 E 30th St #12A,Condo,2 Bedroom,10016,Built in 1922,2 full Bathroom,"$1,833/sqft"
NA,"3,663 sqft4,021 sqft",Moderate,66 E 11th St,Condo,3 Bedroom,10003,Built in 1897,,"$2,894/sqft"
"$1,351",NA,Lowest,55 W 95th St #76,Coop,1 Bedroom,10025,NA,1 full Bathroom,NA
$586,NA,Lowest,106 Central Park S #11-O,Condo,NA,10019,NA,1 full Bathroom,NA
NA,"2,017 sqft",Low,129 Lafayette St #4C,Condo,3 Bedroom,10013,Built in 1912,2 full Bathroom,"$1,921/sqft"
"$1,099","1,219 sqft",Lowest,462 W 58th St #5D,Condo,2 Bedroom,10019,Built in 2010,2 full Bathroom,"$1,436/sqft"
NA,"1,186 sqft",Lowest,67 Avenue C,Condo,3 Bedroom,10009,Built in 2015,2 full Bathroom,"$1,476/sqft"
NA,NA,Lowest,4 W 21st St #11D,Unspecified property type,3 Bedroom,10010,Built in 2005,,NA
NA,"6,800 sqft2,043 sqft",Low,161 E 74th St,Townhome,6 Bedroom,10021,Built in 1910,,"$2,537/sqft"
NA,"3,217 sqft",Lowest,560 W 24th St #5,Condo,4 Bedroom,10011,Built in 2014,,"$2,471/sqft"
NA,"4,780 sqft",NA,68 Jane St #6 FLOOR 6EW,Apartment,6 Bedroom,10014,NA,,"$2,510/sqft"
"$2,106","1,950 sqft",Lowest,350 Cabrini Blvd #6AB,Coop,4 Bedroom,10040,Built in 1935,3 full Bathroom,
"$12,948","7,357 sqft",Lowest,145 W 11th St #TH5,Condo,5 Bedroom,10011,Built in 1940,,"$3,602/sqft"
NA,"2,297 sqft",Moderate,101 Warren St #3250,Condo,3 Bedroom,10007,Built in 2006,,"$4,354/sqft"
NA,NA,NA,205 E 69th St #9G,Coop,1 Bedroom,10021,Built in 1928,1 full Bathroom,NA
NA,"2,875 sqft8,223 sqft",Moderate,350 W Broadway #6,Condo,2 Bedroom,10013,NA,,"$2,957/sqft"
"$7,446",NA,Lowest,145-146 Central Park W #6D,Coop,3 Bedroom,10023,Built in 1930,4 full Bathroom,NA
NA,"9,742 sqft",Lowest,19 E 61st St,Townhome,6 Bedroom,10065,NA,,"$6,672/sqft"
NA,"6,800 sqft",Lowest,148 Reade St,Single-Family Home,5 Bedroom,10013,NA,7 full Bathroom,"$2,426/sqft"
NA,"7,058 sqft",Lowest,11 E 68th St,Condo,5 Bedroom,10065,Built in 1950,,"$6,588/sqft"
NA,"2,357 sqft",Lowest,554 E 82nd St #3,Condo,4 Bedroom,10028,Built in 2014,,"$1,983/sqft"
NA,"2,000 sqft",Lowest,23 Beekman Pl,Townhome,NA,10022,Built in 1930,NA,NA
$710,707 sqft,Lowest,220 Riverside Blvd #4V,Condo,1 Bedroom,10069,Built in 2003,1 full Bathroom,"$1,556/sqft"
"$2,633","2,440 sqft",Lowest,305 E 51st St #28C,Condo,3 Bedroom,10022,Built in 2015,3 full Bathroom,"$2,049/sqft"
NA,720 sqft,Low,225 E 57th St #20-A,Coop,1 Bedroom,10022,Built in 1963,1 full Bathroom,"$1,007/sqft"
NA,"3,007 sqft",Lowest,32 W 18th St #7A,Condo,3 Bedroom,10011,Built in 2006,3 full Bathroom,"$1,794/sqft"
"$2,106","1,405 sqft",Lowest,337 E 62nd St #4C,Condo,3 Bedroom,10065,Built in 2014,3 full Bathroom,"$1,512/sqft"
"$4,846",NA,Lowest,16 W 77th St #15E,Coop,3 Bedroom,10024,NA,,NA
NA,875 sqft,Lowest,30 West St #7D,Condo,1 Bedroom,10004,NA,,"$1,120/sqft"
"$1,449",850 sqft,NA,20 E 35th St #8-M,Apartment,1 Bedroom,10016,NA,1 full Bathroom,
"$2,061","1,985 sqft",Lowest,100 United Nations Plz #28D,Condo,3 Bedroom,10017,Built in 1984,,"$1,907/sqft"
$773,498 sqft,Moderate,200 E 69th St #7J,Condo,NA,10021,Built in 1950,1 full Bathroom,"$1,263/sqft"
"$1,247","1,200 sqft",Lowest,100 W 89th St #2-L,Condo,2 Bedroom,10024,NA,2 full Bathroom,"$1,249/sqft"
NA,"1,423 sqft10,092 sqft",Lowest,243 W 98th St #7A,Condo,3 Bedroom,10025,NA,2 full Bathroom,
NA,NA,Lowest,320 Central Park W #2E,Coop,NA,10025,Built in 1930,1 full Bathroom,NA
"$1,106",600 sqft,Low,140 E 83rd St #8D,Coop,NA,10028,Built in 1971,1 full Bathroom,
$428,"2,724 sqft1,870 sqft",NA,1937 Madison Ave,Condo,2 Bedroom,10035,NA,,
"$2,853","1,000 sqft",Moderate,169 E 78th St #7C,Coop,1 Bedroom,10075,Built in 1928,1 full Bathroom,"$1,275/sqft"
NA,NA,Moderate,475 Park Ave #15A,Coop,3 Bedroom,10022,Built in 1908,3 full Bathroom,NA
NA,NA,Lowest,111 Fulton St #702,Condo,NA,10038,NA,1 full Bathroom,NA
NA,"4,916 sqft",Lowest,52-62 Cooper Sq #4,Condo,4 Bedroom,10003,NA,,"$3,153/sqft"
NA,"4,648 sqft1,914 sqft",Low,172 E 80th St,Multi-Family Home,8 Bedroom,10075,NA,8 full Bathroom,"$1,667/sqft"
NA,"6,920 sqft2,008 sqft",Lowest,41 W 70th St,Apt/Condo/Twnhm,6 Bedroom,10023,NA,7 full Bathroom,"$2,587/sqft"
NA,400 sqft,Low,220 E 57th St #14A,Coop,NA,10022,Built in 1970,1 full Bathroom,
NA,"5,112 sqft2,146 sqft",Lowest,140 W 75th St,Townhome,15 Bedroom,10023,NA,10 full Bathroom,"$2,445/sqft"
NA,"4,719 sqft",Lowest,845 United Nations Plz #PH-86A,Condo,4 Bedroom,10017,Built in 2001,,"$3,761/sqft"
"$3,293","3,579 sqft",Lowest,166 W 18th St,Condo,4 Bedroom,10011,NA,,"$3,101/sqft"
"$4,570",NA,Lowest,150 Central Park S,Coop,3 Bedroom,10019,NA,,NA
"$4,901","1,868 sqft",Low,44 Gramercy Park N #12-A,Apartment,2 Bedroom,10010,NA,2 full Bathroom,"$2,944/sqft"
NA,NA,NA,166 1st Ave,Unspecified property type,NA,10009,NA,4 full Bathroom,NA
"$6,751","6,111 sqft",Lowest,737 Park Ave #12A,Condo,5 Bedroom,10021,Built in 1940,,"$4,091/sqft"
NA,"3,000 sqft",Low,5 Tudor City Pl #PH1,Coop,2 Bedroom,10017,Built in 1929,3 full Bathroom,"$2,250/sqft"
"$9,131",NA,Lowest,920 5th Ave #14B,Coop,2 Bedroom,10021,NA,,NA
NA,"4,480 sqft",Low,36 Bleecker St,Condo,4 Bedroom,10012,Built in 1885,5 full Bathroom,"$5,580/sqft"
NA,"1,749 sqft",NA,130 W 130th St,Townhome,NA,10027,NA,,NA
NA,NA,Low,112 E 83rd St #9C,Coop,2 Bedroom,10028,NA,,NA
NA,NA,Lowest,100 W 57th St #15H,Coop,1 Bedroom,10019,Built in 1962,1 full Bathroom,NA
"$1,661","1,104 sqft",Low,325 Lexington Ave #31A,Condo,2 Bedroom,10016,Built in 2014,2 full Bathroom,"$2,672/sqft"
NA,"6,500 sqft2,043 sqft",Lowest,32 E 74th St,Townhome,5 Bedroom,10021,Built in 1934,4 full Bathroom,"$2,446/sqft"
"$2,773",NA,Low,255 W 90th St #12B,Coop,3 Bedroom,10024,Built in 1909,3 full Bathroom,NA
NA,"7,061 sqft",Lowest,11 N Moore St #PH,Condo,5 Bedroom,10013,Built in 2014,,"$4,248/sqft"
NA,883 sqft,Lowest,775 Riverside Dr #1H,Condo,1 Bedroom,10032,NA,1 full Bathroom,
NA,"1,326 sqft2,523 sqft",Low,435 E 117th St #2,Condo,2 Bedroom,10035,Built in 2008,2 full Bathroom,
NA,"1,503 sqft",Lowest,15608 Riverside Dr W #3H,Condo,2 Bedroom,10032,NA,2 full Bathroom,
$525,570 sqft,Lowest,111 Fulton St #322,Condo,NA,10038,NA,1 full Bathroom,"$1,139/sqft"
"$1,550","1,033 sqft",Lowest,337 E 62nd St,Condo,2 Bedroom,10065,Built in 2014,2 full Bathroom,"$2,062/sqft"
NA,"2,600 sqft",Low,149 W 22nd St #1.,Coop,2 Bedroom,10011,NA,2 full Bathroom,"$1,346/sqft"
NA,"4,464 sqft",NA,58 Reade St #PH,Condo,3 Bedroom,10007,Built in 1915,,"$2,015/sqft"
NA,"1,039 sqft",Low,301 W 53rd St #5E,Condo,3 Bedroom,10019,Built in 1979,2 full Bathroom,"$1,665/sqft"
"$3,881","2,505 sqft",Lowest,231 10th Ave #PH4,Condo,2 Bedroom,10011,Built in 2005,,"$2,992/sqft"
NA,"1,742 sqft",Moderate,133-135 E 27th St,Income/Investment,NA,10016,NA,NA,NA
$943,NA,NA,45 Christopher St #7G,Condo,1 Bedroom,10014,NA,1 full Bathroom,NA
NA,"2,013 sqft",Lowest,14 E 93rd St,Townhome,6 Bedroom,10128,NA,NA,NA
NA,NA,Moderate,155 W 71st St #2H,Condo,NA,10023,Built in 1940,1 full Bathroom,NA
NA,920 sqft,Moderate,300 W 23rd St #19E,Coop,1 Bedroom,10011,Built in 1919,1 full Bathroom,"$2,255/sqft"
NA,"1,700 sqft",Low,101 W 79th St #10FG,Condo,3 Bedroom,10024,Built in 1985,2 full Bathroom,"$2,147/sqft"
NA,"1,650 sqft",NA,9 Minetta St,Townhome,NA,10012,NA,NA,NA
"$1,457",NA,Lowest,310 E 46th St #18-G,Coop,NA,10017,NA,1 full Bathroom,NA
NA,"4,500 sqft",Lowest,190 Riverside Dr #PH,Condo,5 Bedroom,10024,Built in 1908,,"$3,756/sqft"
NA,"5,475 sqft",Lowest,157 W 57th St #54B,Condo,5 Bedroom,10019,Built in 2014,,"$6,429/sqft"
NA,625 sqft,Moderate,347 W 57th St #11B,Condo,1 Bedroom,10019,Built in 1982,1 full Bathroom,"$1,360/sqft"
NA,NA,Moderate,112 E 19th St #10R,Single-Family Home,3 Bedroom,10003,Built in 1913,2 full Bathroom,NA
$321,589 sqft,Lowest,305 W 150th St #702,Condo,1 Bedroom,10039,NA,1 full Bathroom,
NA,"1,572 sqft1,975 sqft",Moderate,236 W 24th St,Condo,2 Bedroom,10011,Built in 1920,,"$1,877/sqft"
NA,NA,Low,42 Walker St,Single-Family Home,12 Bedroom,10013,NA,10 full Bathroom,NA
NA,NA,NA,61 W 9th St #7B,Coop,1 Bedroom,10011,Built in 1926,1 full Bathroom,NA
NA,"2,510 sqft",Moderate,232 E 63rd St,Townhome,5 Bedroom,10065,NA,,NA
NA,"2,008 sqft",Low,163 E 64th St,Single-Family Home,5 Bedroom,10065,Built in 1872,,NA
"$4,477","1,600 sqft",Lowest,350 Albany St #5MN,Single-Family Home,3 Bedroom,10280,NA,NA,"$1,375/sqft"
NA,"1,865 sqft",Lowest,Address Not Disclosed,Townhome,6 Bedroom,10024,NA,,NA
NA,NA,Low,320 E 42nd St #2112,Coop,2 Bedroom,10017,Built in 1929,2 full Bathroom,NA
NA,NA,Lowest,535 Park Ave #10C,Coop,2 Bedroom,10065,Built in 1910,3 full Bathroom,NA
"$1,702","2,140 sqft",Lowest,330 E 38th St #35CD,Single-Family Home,4 Bedroom,10016,Built in 1987,4 full Bathroom,"$1,729/sqft"
NA,NA,NA,710 W End Ave #16E,Coop,1 Bedroom,10025,Built in 1920,1 full Bathroom,NA
"$1,067",500 sqft,Low,200 W 20th St #805,Coop,NA,10011,Built in 1938,1 full Bathroom,
NA,"1,858 sqft",Lowest,Address Not Disclosed,Townhome,4 Bedroom,10065,NA,,NA
NA,"4,108 sqft",Lowest,Address Not Disclosed,Single-Family Home,9 Bedroom,10025,NA,,NA
NA,"1,700 sqft",Lowest,400 E 67th St #21B,Condo,3 Bedroom,10065,Built in 2005,3 full Bathroom,"$2,059/sqft"
NA,NA,Low,172 E 4th St #8F,Coop,3 Bedroom,10009,Built in 1930,1 full Bathroom,NA
NA,NA,Lowest,795 5th Ave #2204,Coop,4 Bedroom,10065,Built in 1929,,NA
NA,"1,635 sqft",Low,55 E 82nd St,Townhome,5 Bedroom,10028,NA,,NA
"$6,995","4,207 sqft",Moderate,18 Gramercy Park S #3,Condo,4 Bedroom,10003,NA,5 full Bathroom,"$3,565/sqft"
NA,"4,500 sqft7,547 sqft",Lowest,166 Perry St #5A,Condo,5 Bedroom,10014,Built in 2007,,"$3,989/sqft"
"$4,878","3,500 sqft",Low,40 Broad St #PH-5A,Condo,2 Bedroom,10004,NA,2 full Bathroom,"$2,856/sqft"
NA,NA,Low,210 E 73rd St #7B,Coop,1 Bedroom,10021,Built in 1928,1 full Bathroom,NA
"$1,296",NA,Lowest,448 W 37th St,Condo,NA,10018,NA,1 full Bathroom,NA
NA,"17,232 sqft",Low,177 E 73rd St #179,Single-Family Home,NA,10021,NA,NA,"$2,452/sqft"
NA,NA,Lowest,17 W 54th St #6A,Coop,1 Bedroom,10019,Built in 1936,1 full Bathroom,NA
"$3,833","2,975 sqft",Lowest,1 Central Park S #1707,Condo,3 Bedroom,10019,Built in 1907,,"$5,697/sqft"
NA,"5,457 sqft",Lowest,11 Beach St #9B,Condo,5 Bedroom,10013,Built in 1900,,"$2,657/sqft"
NA,NA,Lowest,401 E 65th St #5C,Coop,NA,10065,Built in 1962,1 full Bathroom,NA
NA,NA,Low,251 E 51st St,Coop,NA,10022,NA,NA,NA
NA,"4,106 sqft",Lowest,481 Washington St #1S,Condo,3 Bedroom,10013,Built in 1895,,"$1,181/sqft"
NA,"6,200 sqft",Lowest,131 E 65th St,Townhome,4 Bedroom,10065,Built in 1872,,"$2,581/sqft"
NA,"1,389 sqft",Lowest,23 W 73rd St #1409,Coop,3 Bedroom,10023,Built in 1929,3 full Bathroom,"$1,724/sqft"
NA,"4,400 sqft",NA,73 Wooster St #3B,Condo,4 Bedroom,10012,Built in 1929,,"$2,386/sqft"
NA,NA,Lowest,333 W End Ave #1E,Coop,2 Bedroom,10023,Built in 1925,,NA
NA,NA,Lowest,336 Central Park W #5B,Coop,3 Bedroom,10025,Built in 1929,3 full Bathroom,NA
NA,838 sqft,NA,1280 5th Ave #16E,Condo,1 Bedroom,10029,NA,1 full Bathroom,"$1,193/sqft"
NA,"5,500 sqft1,550 sqft",Lowest,22 E 78th St,Apt/Condo/Twnhm,4 Bedroom,10075,NA,,"$2,273/sqft"
NA,"1,629 sqft",Lowest,135 W 52nd St #17B,Condo,2 Bedroom,10019,Built in 2014,,"$2,271/sqft"
NA,NA,Lowest,14 E 75th St #3E,Coop,2 Bedroom,10021,Built in 1929,2 full Bathroom,NA
NA,"4,889 sqft",Lowest,251 E 61st St,Townhome,5 Bedroom,10065,NA,5 full Bathroom,"$2,915/sqft"
"$3,563","2,045 sqft",Lowest,160 W 12th St #72,Condo,2 Bedroom,10011,Built in 2014,,"$2,807/sqft"
NA,400 sqft,Lowest,20 West St #39E,Condo,NA,10004,NA,1 full Bathroom,"$1,688/sqft"
"$1,086",800 sqft,Moderate,210 E 47th St #9-D,Condo,1 Bedroom,10017,NA,1 full Bathroom,
NA,NA,Low,4 E 2nd St,Unspecified property type,NA,10003,NA,NA,NA
NA,937 sqft,Lowest,166 W 18th St,Condo,1 Bedroom,10011,Built in 1986,,"$2,001/sqft"
"$1,931","1,600 sqft",Low,145 Nassau St #4-E,Apartment,3 Bedroom,10038,NA,,"$1,247/sqft"
NA,"1,923 sqft",Low,55 W 126th St,Multi-Family Home,NA,10027,Built in 1929,NA,NA
"$4,666","2,214 sqft",Lowest,80 Columbus Cir #67D,Condo,3 Bedroom,10023,NA,,"$5,985/sqft"
"$5,450","4,187 sqft",Lowest,200 E 79th St #10A,Condo,5 Bedroom,10075,Built in 2012,,"$3,081/sqft"
NA,"2,370 sqft",Lowest,40 Mercer St #26,Condo,3 Bedroom,10013,Built in 2006,,"$3,228/sqft"
NA,"2,372 sqft",Moderate,56 E 11th St,Coop,2 Bedroom,10003,NA,2 full Bathroom,NA
NA,"2,611 sqft",NA,47 W 9th St,Townhome,NA,10011,NA,,NA
"$3,535","1,879 sqft",Lowest,7 W 96th St #12B12C,Apartment,3 Bedroom,10025,NA,4 full Bathroom,"$1,328/sqft"
$0,"1,347 sqft",Lowest,4 Centre Market Pl,Townhome,3 Bedroom,10013,NA,4 full Bathroom,NA
NA,684 sqft,Lowest,15608 Riverside Dr W #5K,Condo,1 Bedroom,10032,NA,1 full Bathroom,
NA,NA,Moderate,Address Not Disclosed,Townhome,NA,10001,NA,NA,NA
NA,"3,839 sqft",Lowest,11 E 68th St #6WEST,Condo,5 Bedroom,10065,Built in 1950,,"$4,949/sqft"
$998,NA,Lowest,420 E 55th St #9-K,Coop,NA,10022,NA,1 full Bathroom,NA
NA,"3,183 sqft",Lowest,737 Park Ave #5E,Condo,3 Bedroom,10021,NA,5 full Bathroom,"$3,456/sqft"
"$2,908","3,400 sqft",NA,126 E 35th St #1,Coop,3 Bedroom,10016,NA,,"$1,103/sqft"
NA,"1,619 sqft",Lowest,300 E 55th St #30B,Condo,2 Bedroom,10022,Built in 2003,,"$2,316/sqft"
"$7,730",NA,Lowest,Address Not Disclosed,Coop,2 Bedroom,10065,NA,,NA
NA,824 sqft,NA,70 Charlton St,Condo,1 Bedroom,10014,NA,1 full Bathroom,"$1,784/sqft"
NA,"4,341 sqft",NA,102 Prince St #3,Condo,3 Bedroom,10012,Built in 1988,,"$2,304/sqft"
NA,NA,Lowest,18 W 48th St #7-E,Condo,NA,10036,Built in 2007,NA,NA
NA,846 sqft,Lowest,420 E 55th St #1R,Coop,1 Bedroom,10022,NA,1 full Bathroom,
NA,"4,628 sqft",Lowest,520 Park Ave #33,Condo,4 Bedroom,10065,Built in 2015,5 full Bathroom,"$7,044/sqft"
"$5,027","4,000 sqft",Lowest,1 Central Park S #409,Condo,4 Bedroom,10019,Built in 1907,,"$8,225/sqft"
"$4,352","3,351 sqft",Lowest,1 Central Park S,Condo,3 Bedroom,10019,NA,,"$6,095/sqft"
NA,"3,022 sqft",Lowest,443 Greenwich St #5G,Condo,3 Bedroom,10013,NA,,"$3,011/sqft"
NA,"7,357 sqft",Lowest,141 W 11th St,Townhome,5 Bedroom,10011,NA,,"$3,602/sqft"
NA,"5,300 sqft",Lowest,910 5th Ave #8CD,Coop,5 Bedroom,10021,Built in 1920,8 full Bathroom,"$2,898/sqft"
"$4,238","3,455 sqft",Moderate,425 W 50th St,Condo,4 Bedroom,10019,NA,,"$4,051/sqft"
NA,"1,962 sqft",Low,60 White St #3W,Condo,2 Bedroom,10013,Built in 1869,,"$2,350/sqft"
NA,"4,019 sqft",Low,432 Park Ave #66B,Condo,3 Bedroom,10022,Built in 2015,,"$8,024/sqft"
NA,NA,Lowest,211 Central Park W #15E,Coop,3 Bedroom,10024,Built in 1929,,NA
NA,"3,008 sqft",Low,150 Charles St #12A,Condo,3 Bedroom,10014,NA,,"$5,967/sqft"
NA,834 sqft,Moderate,101 W 24th St #17H,Condo,1 Bedroom,10011,Built in 2008,1 full Bathroom,"$2,128/sqft"
"$7,650","4,536 sqft",Lowest,50 Central Park S #FLOOR 33,Condo,2 Bedroom,10019,NA,,"$11,023/sqft"
